nm,n,k,wl
192.414993,0.955861,1.953251,0.192414993
194.001999,0.973597,1.972053,0.194001999
195.589081,0.98948,1.988596,0.195589081
197.176178,1.003108,2.00216,0.197176178
198.763351,1.016246,2.014734,0.198763351
200.350571,1.030286,2.028243,0.200350571
201.937836,1.044945,2.043447,0.201937836
203.525162,1.059829,2.060275,0.203525162
205.112518,1.074985,2.076882,0.205112518
206.699921,1.09049,2.091883,0.206699921
208.287399,1.106185,2.106557,0.208287399
209.874908,1.121858,2.122456,0.209874908
211.462448,1.137424,2.139121,0.211462448
213.050049,1.152872,2.155358,0.213050049
214.637695,1.168387,2.170882,0.214637695
216.225388,1.184293,2.186134,0.216225388
217.813141,1.20062,2.201375,0.217813141
219.400925,1.21684,2.216498,0.219400925
220.98877,1.232509,2.231422,0.22098877
222.57663,1.247938,2.246548,0.22257663
224.164581,1.26372,2.262438,0.224164581
225.752533,1.280337,2.278955,0.225752533
227.340546,1.29816,2.294889,0.227340546
228.928619,1.317403,2.309193,0.228928619
230.516693,1.337078,2.322207,0.230516693
232.104858,1.355609,2.334958,0.232104858
233.693039,1.372158,2.348175,0.233693039
235.281281,1.388219,2.361839,0.235281281
236.869537,1.405665,2.375786,0.236869537
238.457855,1.425258,2.38976,0.238457855
240.046219,1.445776,2.403251,0.240046219
241.634598,1.465897,2.415761,0.241634598
243.223053,1.48498,2.42714,0.243223053
244.811523,1.503299,2.437743,0.244811523
246.400055,1.521172,2.44794,0.246400055
247.988602,1.53875,2.458001,0.247988602
249.577194,1.555952,2.468061,0.249577194
251.165848,1.572682,2.47823,0.251165848
252.754517,1.589009,2.488637,0.252754517
254.343231,1.605369,2.499484,0.254343231
255.932007,1.622214,2.510966,0.255932007
257.520813,1.639889,2.523144,0.257520813
259.10965,1.658398,2.535444,0.25910965
260.698517,1.677645,2.547137,0.260698517
262.287415,1.697536,2.557583,0.262287415
263.876373,1.717701,2.566744,0.263876373
265.465363,1.737502,2.575118,0.265465363
267.054382,1.756343,2.583174,0.267054382
268.643433,1.773865,2.591292,0.268643433
270.232513,1.790629,2.599632,0.270232513
271.821655,1.807411,2.608289,0.271821655
273.410828,1.824916,2.617358,0.273410828
275.000031,1.843445,2.626822,0.275000031
276.589264,1.862592,2.636441,0.276589264
278.178528,1.881909,2.645966,0.278178528
279.767822,1.900991,2.655167,0.279767822
281.357147,1.919746,2.663962,0.281357147
282.946533,1.938477,2.672464,0.282946533
284.53595,1.957491,2.680799,0.28453595
286.125366,1.977063,2.689081,0.286125366
287.714844,1.997303,2.697322,0.287714844
289.304352,2.018078,2.70537,0.289304352
290.89386,2.039244,2.713069,0.29089386
292.483459,2.060673,2.720276,0.292483459
294.073029,2.082232,2.726903,0.294073029
295.662659,2.103753,2.733009,0.295662659
297.252319,2.125065,2.738677,0.297252319
298.84201,2.146017,2.743979,0.29884201
300.431732,2.166476,2.748982,0.300431732
302.021484,2.186484,2.753753,0.302021484
303.611267,2.206195,2.758358,0.303611267
305.20105,2.225755,2.762863,0.30520105
306.790894,2.2453,2.767329,0.306790894
308.380768,2.264931,2.771796,0.308380768
309.970642,2.284659,2.776222,0.309970642
311.560577,2.304466,2.780542,0.311560577
313.150543,2.324335,2.784696,0.313150543
314.740509,2.344253,2.78863,0.314740509
316.330505,2.364207,2.7923,0.316330505
317.920532,2.384185,2.795693,0.317920532
319.51059,2.404175,2.798805,0.31951059
321.100677,2.424165,2.801632,0.321100677
322.690796,2.444147,2.804168,0.322690796
324.280914,2.464102,2.806418,0.324280914
325.871063,2.483973,2.808432,0.325871063
327.461243,2.503687,2.810268,0.327461243
329.051453,2.523179,2.811984,0.329051453
330.641693,2.542385,2.81363,0.330641693
332.231964,2.561249,2.815251,0.332231964
333.822235,2.57982,2.816829,0.333822235
335.412537,2.598258,2.818286,0.335412537
337.002869,2.616719,2.819544,0.337002869
338.593231,2.635351,2.820534,0.338593231
340.183594,2.654293,2.821193,0.340183594
341.773987,2.673652,2.821475,0.341773987
343.36441,2.693297,2.821426,0.34336441
344.954865,2.712972,2.821137,0.344954865
346.545319,2.732433,2.820692,0.346545319
348.135803,2.751452,2.820166,0.348135803
349.726288,2.769817,2.819624,0.349726288
351.316833,2.787349,2.819121,0.351316833
352.907349,2.804154,2.818622,0.352907349
354.497894,2.820526,2.818039,0.354497894
356.088501,2.836742,2.817293,0.356088501
357.679108,2.853064,2.816314,0.357679108
359.269714,2.869737,2.815037,0.359269714
360.860352,2.886994,2.813408,0.360860352
362.450989,2.904913,2.811436,0.362450989
364.041687,2.923285,2.809251,0.364041687
365.632385,2.941873,2.806987,0.365632385
367.223083,2.960456,2.804765,0.367223083
368.813782,2.978824,2.802701,0.368813782
370.404541,2.996777,2.800894,0.370404541
371.9953,3.014133,2.799436,0.3719953
373.58606,3.030888,2.798289,0.37358606
375.176849,3.047237,2.797276,0.375176849
376.767639,3.06338,2.796226,0.376767639
378.358459,3.079505,2.794977,0.378358459
379.94931,3.095793,2.793381,0.37994931
381.540161,3.112415,2.791301,0.381540161
383.131042,3.129531,2.788611,0.383131042
384.721893,3.147185,2.785272,0.384721893
386.312805,3.165172,2.781416,0.386312805
387.903687,3.18327,2.777186,0.387903687
389.494598,3.201265,2.772716,0.389494598
391.08551,3.218956,2.768127,0.39108551
392.676453,3.236149,2.763533,0.392676453
394.267426,3.252665,2.759037,0.394267426
395.858398,3.268337,2.754732,0.395858398
397.449371,3.283189,2.75064,0.397449371
399.040344,3.297407,2.746726,0.399040344
400.631348,3.311171,2.742955,0.400631348
402.222351,3.324656,2.739298,0.402222351
403.813385,3.338024,2.735727,0.403813385
405.404388,3.351431,2.732219,0.405404388
406.995422,3.365025,2.728752,0.406995422
408.586487,3.378943,2.725308,0.408586487
410.177551,3.39324,2.721866,0.410177551
411.768616,3.407852,2.7184,0.411768616
413.35968,3.422709,2.714885,0.41335968
414.950745,3.437747,2.711294,0.414950745
416.54184,3.452905,2.707605,0.41654184
418.132904,3.468122,2.703793,0.418132904
419.72403,3.483345,2.699836,0.41972403
421.315125,3.498522,2.695712,0.421315125
422.90625,3.513606,2.691402,0.42290625
424.497375,3.528583,2.686908,0.424497375
426.088531,3.543461,2.68225,0.426088531
427.679626,3.558248,2.677446,0.427679626
429.270813,3.572953,2.672514,0.429270813
430.861908,3.587583,2.667471,0.430861908
432.453064,3.602145,2.662334,0.432453064
434.04425,3.616647,2.657119,0.43404425
435.635345,3.631091,2.65184,0.435635345
437.226501,3.645487,2.646512,0.437226501
438.817688,3.659832,2.641143,0.438817688
440.408844,3.674114,2.63573,0.440408844
442.000061,3.688323,2.630267,0.442000061
443.591217,3.702446,2.62475,0.443591217
445.182373,3.716472,2.619175,0.445182373
446.773529,3.730392,2.613537,0.446773529
448.364685,3.744195,2.607832,0.448364685
449.955902,3.757872,2.602056,0.449955902
451.547058,3.771416,2.596205,0.451547058
453.138245,3.784818,2.590276,0.453138245
454.729431,3.798076,2.584267,0.454729431
456.320618,3.811199,2.578185,0.456320618
457.911774,3.824196,2.572038,0.457911774
459.502991,3.837077,2.565831,0.459502991
461.094147,3.849851,2.559573,0.461094147
462.685303,3.862526,2.553269,0.462685303
464.276459,3.87511,2.546926,0.464276459
465.867676,3.887611,2.54055,0.465867676
467.458832,3.900036,2.534146,0.467458832
469.049988,3.912392,2.527721,0.469049988
470.641174,3.924687,2.52128,0.470641174
472.23233,3.936922,2.514824,0.47223233
473.823486,3.949101,2.508351,0.473823486
475.414642,3.961222,2.501857,0.475414642
477.005768,3.973287,2.495338,0.477005768
478.596924,3.985297,2.488793,0.478596924
480.18808,3.997254,2.482218,0.48018808
481.779205,4.009155,2.47561,0.481779205
483.3703,4.021005,2.468966,0.4833703
484.961487,4.032803,2.462286,0.484961487
486.552582,4.044549,2.455565,0.486552582
488.143707,4.056245,2.448803,0.488143707
489.734802,4.067892,2.441998,0.489734802
491.325867,4.079492,2.435147,0.491325867
492.916992,4.09105,2.428251,0.492916992
494.508057,4.102567,2.421309,0.494508057
496.099182,4.114048,2.414321,0.496099182
497.690247,4.125496,2.407288,0.497690247
499.281311,4.136914,2.400207,0.499281311
500.872314,4.148303,2.39308,0.500872314
502.463379,4.159667,2.385906,0.502463379
504.054382,4.17101,2.378685,0.504054382
505.645416,4.182333,2.371418,0.505645416
507.23642,4.193638,2.364104,0.50723642
508.827454,4.204929,2.356743,0.508827454
510.418457,4.216207,2.349335,0.510418457
512.009399,4.227467,2.341874,0.512009399
513.600403,4.238707,2.334354,0.513600403
515.191345,4.249924,2.326771,0.515191345
516.782288,4.261114,2.319117,0.516782288
518.37323,4.272276,2.311389,0.51837323
519.964172,4.283407,2.303582,0.519964172
521.555054,4.294503,2.295691,0.521555054
523.145935,4.305563,2.287713,0.523145935
524.736877,4.316586,2.279641,0.524736877
526.327759,4.327568,2.271473,0.526327759
527.918579,4.338509,2.263206,0.527918579
529.509399,4.349406,2.254834,0.529509399
531.10022,4.36026,2.246356,0.53110022
532.69104,4.371066,2.237769,0.53269104
534.28186,4.381823,2.229073,0.53428186
535.872681,4.39253,2.220268,0.535872681
537.463379,4.403183,2.211355,0.537463379
539.054138,4.41378,2.202333,0.539054138
540.644897,4.424319,2.193204,0.540644897
542.235596,4.4348,2.183966,0.542235596
543.826294,4.44522,2.17462,0.543826294
545.416992,4.455576,2.165167,0.545416992
547.00769,4.465869,2.155606,0.54700769
548.598267,4.476097,2.145938,0.548598267
550.188904,4.486258,2.136163,0.550188904
